date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:23	47278/47278	---M-Z	200	added ('OK')	text/html	etag:%22227294-b8ae-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-about1.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-about1.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:23	56777/56777	---M-Z	200	added ('OK')	text/html	etag:%22227296-ddc9-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-about3.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-about3.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:23	45840/45840	---M-Z	200	added ('OK')	text/html	etag:%22227297-b310-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-about4.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-about4.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:24	51344/51344	---M-Z	200	added ('OK')	text/html	etag:%22227298-c890-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-about5.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-about5.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:24	44510/44510	---M-Z	200	added ('OK')	text/html	etag:%222272a5-adde-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-services1.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-services1.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:24	44656/44656	---M-Z	200	added ('OK')	text/html	etag:%222272a6-ae70-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-services2.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-services2.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:24	51904/51904	---M-Z	200	added ('OK')	text/html	etag:%222272a7-cac0-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-services3.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-services3.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:25	48760/48760	---M-Z	200	added ('OK')	text/html	etag:%222272a8-be78-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-services4.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-services4.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:25	49899/49899	---M-Z	200	added ('OK')	text/html	etag:%222272aa-c2eb-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-team-classic.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-team-classic.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:25	49386/49386	---M-Z	200	added ('OK')	text/html	etag:%222272ad-c0ea-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-team-parallax.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-team-parallax.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:25	43985/43985	---M-Z	200	added ('OK')	text/html	etag:%222272ac-abd1-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-team-dark.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-team-dark.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:25	42901/42901	---M-Z	200	added ('OK')	text/html	etag:%222272ab-a795-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-team-creative.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-team-creative.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:26	49065/49065	---M-Z	200	added ('OK')	text/html	etag:%2222729e-bfa9-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-faq1.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-faq1.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:26	45396/45396	---M-Z	200	added ('OK')	text/html	etag:%2222729f-b154-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-faq2.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-faq2.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:26	41718/41718	---M-Z	200	added ('OK')	text/html	etag:%2222729d-a2f6-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-contact.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-contact.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:26	44194/44194	---M-Z	200	added ('OK')	text/html	etag:%2222729b-aca2-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-contact-left-sidebar.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-contact-left-sidebar.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:27	40992/40992	---M-Z	200	added ('OK')	text/html	etag:%2222729c-a020-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-contact-map.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-contact-map.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:27	42684/42684	---M-Z	200	added ('OK')	text/html	etag:%222272a0-a6bc-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-full-width.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-full-width.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:27	45081/45081	---M-Z	200	added ('OK')	text/html	etag:%222272a1-b019-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-left-sidebar.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-left-sidebar.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:27	45084/45084	---M-Z	200	added ('OK')	text/html	etag:%222272a4-b01c-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-right-sidebar.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-right-sidebar.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:28	41864/41864	---M-Z	200	added ('OK')	text/html	etag:%222272a3-a388-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-packages.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-packages.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:28	56634/56634	---M-Z	200	added ('OK')	text/html	etag:%22227299-dd3a-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-careers.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-careers.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:28	39353/39353	---M-Z	200	added ('OK')	text/html	etag:%2222729a-99b9-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-coming-soon.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-coming-soon.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:28	43529/43529	---M-Z	200	added ('OK')	text/html	etag:%222272a9-aa09-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-sitemap.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-sitemap.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:28	37746/37746	---M-Z	200	added ('OK')	text/html	etag:%222272a2-9372-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-maintenance.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-maintenance.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:29	39512/39512	---M-Z	200	added ('OK')	text/html	etag:%22227293-9a58-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-404.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-404.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:29	39727/39727	---M-Z	200	added ('OK')	text/html	etag:%22227292-9b2f-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/page-404-2.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/page-404-2.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:29	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:30%20GMT	https://codelayers.net/templates/biksy/loading-style1.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style1.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:30	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:30%20GMT	https://codelayers.net/templates/biksy/loading-style2.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style2.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:30	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:31%20GMT	https://codelayers.net/templates/biksy/loading-style3.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style3.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:30	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:31%20GMT	https://codelayers.net/templates/biksy/loading-style4.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style4.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:30	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:31%20GMT	https://codelayers.net/templates/biksy/loading-style5.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style5.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:31	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:31%20GMT	https://codelayers.net/templates/biksy/loading-style6.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style6.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:31	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:32%20GMT	https://codelayers.net/templates/biksy/loading-style7.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style7.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:31	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:32%20GMT	https://codelayers.net/templates/biksy/loading-style8.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style8.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:31	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:32%20GMT	https://codelayers.net/templates/biksy/loading-style9.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style9.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:32	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202020%2002:58:32%20GMT	https://codelayers.net/templates/biksy/loading-style10.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/loading-style10.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:32	55562/55562	---M-Z	200	added ('OK')	text/html	etag:%222272fb-d90a-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/shortcodes-videos.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/shortcodes-videos.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:32	44919/44919	---M-Z	200	added ('OK')	text/html	etag:%222272b7-af77-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-full-width.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-full-width.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:32	45892/45892	---M-Z	200	added ('OK')	text/html	etag:%222272ae-b344-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-1-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-1-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:32	45892/45892	---M-Z	200	added ('OK')	text/html	etag:%222272af-b344-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-2-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-2-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:33	45892/45892	---M-Z	200	added ('OK')	text/html	etag:%222272b0-b344-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-3-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-3-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:33	47979/47979	---M-Z	200	added ('OK')	text/html	etag:%222272b1-bb6b-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-4-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-4-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:33	50044/50044	---M-Z	200	added ('OK')	text/html	etag:%222272b2-c37c-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-5-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-5-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:33	52135/52135	---M-Z	200	added ('OK')	text/html	etag:%222272b3-cba7-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-6-columns.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-6-columns.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:34	49165/49165	---M-Z	200	added ('OK')	text/html	etag:%222272bc-c00d-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-masonry.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-masonry.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:34	53078/53078	---M-Z	200	added ('OK')	text/html	etag:%222272bb-cf56-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-masonry-projects.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-masonry-projects.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:34	48513/48513	---M-Z	200	added ('OK')	text/html	etag:%222272c0-bd81-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-mosaic.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-mosaic.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:34	45362/45362	---M-Z	200	added ('OK')	text/html	etag:%222272be-b132-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-mosaic-flat.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-mosaic-flat.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:34	45195/45195	---M-Z	200	added ('OK')	text/html	etag:%222272bf-b08b-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-mosaic-projects.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-mosaic-projects.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:35	76011/76011	---M-Z	200	added ('OK')	text/html	etag:%222272c4-128eb-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-slider-projects.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-slider-projects.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:35	48137/48137	---M-Z	200	added ('OK')	text/html	etag:%222272b9-bc09-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-gallery.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-gallery.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:35	44888/44888	---M-Z	200	added ('OK')	text/html	etag:%222272b6-af58-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-classic.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-classic.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:35	44918/44918	---M-Z	200	added ('OK')	text/html	etag:%222272c1-af76-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-nospace.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-nospace.html	(from https://codelayers.net/templates/biksy/index.html)
21:58:36	48137/48137	---M-Z	200	added ('OK')	text/html	etag:%222272b4-bc09-5985a9f05f680-gzip%22	https://codelayers.net/templates/biksy/portfolio-boxed-size.html	D:/Desktop/ORGANIZAR/524/524/codelayers.net/templates/biksy/portfolio-boxed-size.html	(from https://codelayers.net/templates/biksy/index.html)
